BUILD_YR,sale_year,SALE_PRICE,PARCEL_ARE,TAX_TOT,TOTAL_MV1,apn,licenseNum,tier,licensedUn,eviction_count,own_same_zip,LLORD_in_MPLS,latitude_1,longitude_,yWebMerc_1,Shape_Area
1974,1993,543600,48693.56233,16866.86,1339500,1602924340136,LIC371937,2,25,1,0,0,44.99184,-93.29876,5620237.558,5.16159E-07
1974,2016,6800000,58328.76668,18748.86,1578500,1602924340137,LIC251944,2,17,2,0,0,44.99224,-93.29848,5620299.693,6.18297E-07
1974,1993,323100,23069.66491,8570.16,695000,1602924340162,LIC345893,1,12,1,0,0,44.99178,-93.30023,5620227.956,2.44542E-07
1900,1988,24000,6818.408001,2649.94,146000,1602924410014,LIC284122,1,2,1,0,0,44.99852,-93.29148,5621289.006,7.22845E-08
1912,2009,70000,6507.258444,3188.08,149000,1602924420043,LIC127451,2,2,1,0,0,44.99602,-93.29792,5620895.31,6.89828E-08
1903,1994,46363,7277.644707,2717.16,182000,1602924420086,LIC117984,1,1,1,1,1,44.99648,-93.29454,5620966.922,7.715E-08
1901,2014,122500,7279.463912,4016.28,178000,1602924420108,LIC131048,2,2,1,1,1,44.99591,-93.29522,5620877.085,7.71689E-08
1915,2010,102500,6766.615309,1507.86,101000,1602924430025,LIC313461,1,1,2,0,0,44.99493,-93.29808,5620724.138,7.17309E-08
1905,1991,47000,5868.545635,3013.06,162500,1602924430029,LIC115893,1,2,1,0,0,44.99373,-93.29754,5620535.237,6.22096E-08
1907,1993,1,7276.671379,3415.58,166000,1602924430076,LIC285455,1,2,1,1,1,44.99495,-93.29675,5620726.491,7.71382E-08
1904,2017,92000,6353.264101,2463.36,165000,1602924430124,LIC351145,3,1,1,0,0,44.9928,-93.29522,5620388.387,6.73465E-08
1900,2009,26500,7277.109608,3967.4,191500,1602924430159,LIC125551,2,2,1,0,0,44.99482,-93.29369,5620705.743,7.71425E-08
1908,2005,262900,3168.344105,2404.58,132500,1602924430162,LIC377896,1,2,1,0,0,44.99508,-93.29351,5620746.611,3.35868E-08
2005,2004,600000,18744.0333,83950.76,1408200,1602824440045,LIC113924,1,24,1,0,0,44.90606,-93.28872,5606745.299,1.98396E-07
1923,2017,270000,5113.860611,3584.6,240000,1702824320108,LIC368119,1,1,1,0,0,44.91124,-93.32739,5607558.367,5.41322E-08
1913,2009,27500,5815.651984,2005.52,135000,1702924110005,LIC122044,2,1,1,0,0,45.00469,-93.31006,5622259.077,6.16831E-08
1912,2009,22500,4630.195199,1537.56,103500,1702924110023,LIC207737,1,1,1,0,0,45.0037,-93.31049,5622103.569,4.9091E-08
1906,2009,27500,5420.614164,1277.58,86000,1702924110091,LIC120171,1,1,1,0,0,45.00512,-93.31166,5622327.704,5.74724E-08
1922,2009,13000,3565.263252,1921.62,111000,1702924110096,LIC142800,1,1,1,0,1,45.00436,-93.31175,5622207.319,3.78005E-08
1963,2014,304000,6605.809258,7015.22,388500,1702924110097,LIC134503,1,9,4,1,1,45.00542,-93.31118,5622374.545,7.00388E-08
1919,2003,1,7331.954938,1099.88,49500,1702924110139,LIC110117,1,1,1,1,1,45.00405,-93.3117,5622159.035,7.7736E-08
1900,2008,20000,5577.838361,2161.2,114000,1702924110202,LIC118161,2,2,1,0,1,45.00278,-93.30985,5621958.458,5.91371E-08
1907,2015,40000,5897.145975,1337,90000,1702924110223,LIC137109,1,1,1,0,0,45.00368,-93.31117,5622101.096,6.25234E-08
2006, ,0,56782.70903,64186.36,5422000,1702924110242,LIC116709,1,59,2,0,0,45.00554,-93.31012,5622393.805,6.02047E-07
2015, ,0,80758.57714,3455.94,195500,1702924110252,LIC133289,1,103,25,1,1,45.00489,-93.30867,5622292.016,8.56245E-07
1963,2013,540000,17723.44112,8999.9,54200,1702924130003,LIC129621,2,13,3,0,0,44.99908,-93.3155,5621376.984,1.87894E-07
1929,1994,1,15456.24478,12473.6,679000,1702924130154,LIC148161,2,11,1,0,0,44.99907,-93.31425,5621374.727,1.63859E-07
1927,2009,120000,5078.331892,1722.8,103000,1702924130160,LIC147528,1,1,1,0,0,44.99983,-93.31425,5621494.439,5.38382E-08
1980,2018,112500,5080.6695,1738.1,117000,1702924140029,LIC371431,1,1,1,0,0,44.99957,-93.30913,5621453.661,5.3863E-08
1940,2014,113000,4774.05424,1247.86,84000,1702924140053,LIC136781,1,1,1,0,0,44.99892,-93.31041,5621352.002,5.0612E-08
1957,2016,575000,9869.319727,7554.16,678000,1702924140081,LIC134359,1,11,2,0,1,44.99898,-93.31114,5621361.453,1.04629E-07
1914,2008,32500,5154.082299,1975.8,133000,1702924140114,LIC137916,1,1,1,0,0,44.99926,-93.31297,5621405.675,5.46408E-08
1900,2012,70000,5565.937727,2206.52,104000,1702924140162,LIC125042,2,2,1,1,1,45.00133,-93.31168,5621730.314,5.90094E-08
1912,2018,185000,5562.578507,2320.12,128500,1702924140174,LIC371824,1,2,1,0,1,45.00191,-93.30985,5621821.424,5.89744E-08
1918,2011,40000,5389.169264,1345.14,75500,1702924410035,LIC130539,1,1,1,0,1,44.99826,-93.31041,5621246.813,5.71324E-08
1900,2011,47100,5440.839272,1976.52,118000,1702924410050,LIC129382,2,1,1,0,0,44.99756,-93.30986,5621137.59,5.76791E-08
1929,2017,574000,9962.533918,11846.1,656000,1702924410119,LIC351668,3,11,1,0,1,44.99854,-93.31262,5621290.938,1.05616E-07
1929,2016,158000,14764.55569,11966.52,635000,1702924410120,LIC370601,2,15,2,0,0,44.99854,-93.31299,5621291.4,1.56525E-07
1955,2015,287000,16293.39339,7042.64,390000,1702924420002,LIC129265,3,8,1,0,0,44.9984,-93.31386,5621269.698,1.72732E-07
1930,2002,425000,11353.42741,12337.84,667000,1702924420059,LIC276242,1,10,2,0,0,44.99856,-93.31561,5621294.544,1.20362E-07
1937,2019,229000,5985.144669,3310.44,206500,1702924420081,LIC345876,1,1,1,0,1,44.99673,-93.31498,5621006.379,6.34488E-08
1941,2014,95000,5074.575087,2592.32,174500,1702924420152,LIC187291,1,1,1,0,0,44.99578,-93.31809,5620856.674,5.37949E-08
1912,2008,23625,5045.020893,1514.24,85500,1702924430031,LIC144191,2,1,1,0,0,44.99415,-93.31499,5620600.643,5.348E-08
1964,1994,1,18100.69508,23899.2,1290500,1702924430096,LIC149384,1,22,3,0,0,44.99192,-93.31495,5620248.801,1.9187E-07
1921,2013,55000,5391.226109,2234.78,135500,1702924430212,LIC130336,1,1,1,0,1,44.99321,-93.31426,5620452.928,5.71489E-08
1927,1984,42500,6139.779313,4576.94,268500,1802823130078,LIC137358,2,1,1,0,0,44.91417,-93.21734,5608019.893,6.49956E-08
1900, ,0,7735.788135,7069.86,317500,1802823420098,LIC147495,2,2,1,0,0,44.91065,-93.21556,5607465.974,8.18859E-08
1962,2003,525000,12254.52059,13118.38,717000,1902823230070,LIC109884,3,10,1,1,1,44.89834,-93.22385,5605531.688,1.29691E-07
1962,2002,216000,6061.170868,5126.18,250500,1902823230072,LIC109069,3,4,1,0,0,44.89869,-93.22385,5605585.798,6.41463E-08
1962,2017,340000,6061.15399,5056.72,278500,1902823230074,LIC368593,1,4,1,0,0,44.89896,-93.22384,5605628.897,6.41463E-08
1961,2018,401500,6374.864001,7444.86,410000,1902823230076,LIC373177,2,6,2,0,0,44.8991,-93.22456,5605650.401,6.74966E-08
1963,2007,295000,5243.101739,4614.68,87200,1902823230077,LIC114375,2,4,1,1,1,44.89897,-93.22454,5605630.308,5.55405E-08
1961,2007,300000,6009.574428,6755.8,359000,1902823230079,LIC122504,1,6,1,0,0,44.89869,-93.22454,5605585.664,6.36001E-08
1962,2012,100,12150.16081,12316.04,671500,1902823230081,LIC377645,2,10,1,0,0,44.89834,-93.22455,5605531.556,1.28586E-07
1963,2010,471000,7184.051566,174,0,1902823230088,LIC142923,1,6,1,0,1,44.89886,-93.22575,5605612.329,7.61112E-08
1960,2010,415000,12150.18664,11676.36,643000,1902823230091,LIC130249,1,11,1,0,0,44.89834,-93.22576,5605531.323,1.28586E-07
1960,2006,560000,12150.45627,11704.32,631000,1902823230092,LIC115540,1,11,1,0,1,44.89834,-93.22628,5605531.223,1.28589E-07
1962,2006,445000,10001.22032,11584.92,638000,1902823230096,LIC132499,2,8,1,0,0,44.89906,-93.22626,5605643.816,1.05959E-07
1963,2013,480000,14269.0136,13504.32,727000,1902823230098,LIC124629,1,12,2,0,1,44.89866,-93.22695,5605580.897,1.51011E-07
1957, ,0,7662.194374,3403.92,228000,1902923120069,LIC324893,1,1,1,0,0,44.99012,-93.21608,5619966.356,8.12179E-08
1922,2005,119600,5122.93264,4601.18,297500,1902923210084,LIC136704,1,1,1,1,1,44.99116,-93.21988,5620130.444,5.43034E-08
1960,2017,266000,4866.523305,2495.24,181500,1902923210158,LIC357635,1,1,1,0,0,44.9881,-93.22005,5619647.724,5.15823E-08
1909,2008,210000,5493.869944,2675.06,148500,1902923220044,LIC119125,1,1,1,1,1,44.98834,-93.22323,5619685.867,5.82323E-08
1964,1997,500600,21631.5897,34431.84,1897000,1902923230111,LIC241809,1,18,1,1,1,44.98475,-93.22654,5619120.507,2.2927E-07
1913,2010,435000,6300.807018,15081.04,433600,1902923240058,LIC120780,3,6,1,0,0,44.98767,-93.22183,5619581.353,6.67847E-08
1963,1998,2267608,93169.36637,46199.22,785400,1902823230004,LIC148308,1,55,1,0,1,44.90027,-93.22572,5605834.844,9.86129E-07
1963,2016,500000,10742.50638,8997.7,495500,1902823230058,LIC142318,2,8,1,0,0,44.89929,-93.22386,5605680.786,1.13831E-07
1963,2018,976500,15025.29097,15007.44,826500,1902823230060,LIC373570,3,12,4,0,0,44.89928,-93.2255,5605678.838,1.59162E-07
1961,2017,299000,5102.347272,5510.14,288500,2002824420083,LIC359839,1,2,1,0,1,44.89665,-93.31792,5605265.26,5.39969E-08
1961,1998,96000,5105.644406,6400.54,337500,2002824420100,LIC304867,1,2,1,0,0,44.89605,-93.31792,5605172.003,5.40314E-08
1926,2011,45500,7262.193946,1963.22,131500,2002924110016,LIC275227,3,1,1,0,0,44.99079,-93.30915,5620071.696,7.69789E-08
1957,2017,500000,6965.106726,757.62,51000,2002924110166,LIC359881,1,6,1,0,1,44.99134,-93.31171,5620157.482,7.38303E-08
1961,2014,119562,5176.611784,3253.88,165500,2002924130079,LIC267555,1,2,1,0,0,44.98587,-93.31375,5619297.416,5.48673E-08
1900,2014,41100,4257.52191,1674.88,98000,2002924130088,LIC130772,2,1,2,0,0,44.98473,-93.31376,5619117.721,4.51249E-08
1900,2017,40000,5286.408551,2539.16,125000,2002924140015,LIC360556,1,2,1,0,1,44.98685,-93.30927,5619450.835,5.60319E-08
1926,2014,49000,5173.198458,3422.1,126500,2002924140047,LIC140312,1,1,1,0,1,44.98658,-93.31302,5619408.358,5.48316E-08
1924,2017,190000,5675.48214,3380.94,169000,2002924140095,LIC356290,1,2,1,0,1,44.98717,-93.31005,5619501.387,6.01559E-08
1904,1998,11000,11666.34218,3104.34,171000,2002924410011,LIC156551,1,2,1,0,1,44.98297,-93.30871,5618840.233,1.23646E-07
1905,2005,175000,5849.972781,2396.32,179500,2002924440007,LIC114688,1,1,1,1,1,44.98046,-93.31032,5618445.314,6.19982E-08
1947,1990,33000,6308.750284,7350.88,382500,2102824220088,LIC149597,1,2,1,0,0,44.90388,-93.30827,5606402.042,6.67724E-08
1958,2009,219900,5428.433171,5902.06,325000,2102824220174,LIC129869,1,2,1,0,0,44.9023,-93.30774,5606153.507,5.74538E-08
1948,2010,100999,6247.711766,3955,275500,2102824410097,LIC232526,1,1,1,1,1,44.89713,-93.28874,5605340.501,6.61186E-08
1965,1992,2242177,58853.16464,50408.64,4500000,2102824440005,LIC114138,1,49,1,0,1,44.89126,-93.2891,5604418.752,6.2278E-07
2004,2003,1,165883.425,36649.5,0,2102924110090,LIC118290,3,3,5,1,1,44.98814,-93.29036,5619653.83,1.75897E-06
2004, ,0,39563.17355,14331.24,0,2102924110093,LIC130453,2,1,2,1,1,44.98934,-93.29165,5619843.445,4.19374E-07
1972,2001,454000,124848.1079,100208.7,5521000,2102924120082,LIC135164,1,93,2,1,1,44.99026,-93.29296,5619988.23,1.32192E-06
2002, ,0,91983.93314,21239.1,0,2102924140059,LIC133037,2,3,3,1,1,44.98673,-93.29022,5619433.336,9.75965E-07
2002, ,0,131645.9544,28087.5,0,2102924140095,LIC110794,2,1,2,1,1,44.98503,-93.29269,5619165.376,1.39487E-06
2003, ,0,86676.49627,19605.9,0,2102924140096,LIC133040,1,3,2,1,1,0,0,0,9.17592E-07
1974,1993,297700,38807.88184,10449.04,858500,2102924210002,LIC150314,1,10,1,0,0,44.99114,-93.29894,5620126.658,4.11364E-07
1911,2010,85000,7913.907641,2568.58,141500,2102924210027,LIC151533,1,2,1,0,0,44.98977,-93.29864,5619910.865,8.38856E-08
1911,2017,188150,6369.222409,2976.64,164000,2102924210031,LIC362142,3,2,1,0,0,44.99027,-93.29857,5619989.775,6.75129E-08
1915,2010,100,6008.84087,3881.66,67100,2102924210032,LIC145216,3,4,2,0,1,44.9904,-93.29856,5620009.544,6.36928E-08
1974,1993,534700,50001.38292,15094.46,1266500,2102924210066,LIC287749,3,6,1,0,0,44.99119,-93.30133,5620134.905,5.30015E-07
1974,1993,527300,38606.33517,15260.08,1210500,2102924210093,LIC345888,3,12,7,0,0,44.99119,-93.30259,5620134.352,4.09228E-07
1926,2011,12000,7949.058356,4001.8,220500,2102924210184,LIC122752,1,2,1,0,0,44.98854,-93.30286,5619717.55,8.42566E-08
2003,2017,350000,5377.08148,4618.92,254500,2102924210238,LIC364723,1,3,1,0,0,44.98848,-93.3016,5619708.233,5.69942E-08
2003,2017,350000,5376.27027,4618.92,254500,2102924210239,LIC364728,1,3,1,0,0,44.9886,-93.3016,5619726.542,5.6986E-08
1926, ,0,10663.68251,8227.34,673000,2102924220027,LIC267104,3,14,3,0,1,44.98875,-93.30484,5619749.809,1.13031E-07
1926, ,0,8003.887259,9066.4,499500,2102924220032,LIC149357,1,9,1,0,0,44.98808,-93.30538,5619645.507,8.48367E-08
1974,1993,534700,38597.1179,15094.24,1266500,2102924220091,LIC156979,3,6,3,0,0,44.99119,-93.30383,5620134.438,4.09131E-07
1917,1987,99832,5484.212547,4087.7,333500,2102924220094,LIC118451,1,4,1,0,1,44.99067,-93.30411,5620052.235,5.81323E-08
1926, ,0,10971.14831,6606.32,590000,2102924220095,LIC113353,1,9,1,0,1,44.99049,-93.30411,5620024.147,1.16293E-07
1912,2015,91000,5047.761542,3602.5,198500,2102924220139,LIC139317,1,2,1,0,0,44.9906,-93.30733,5620041.778,5.35058E-08
1900,2008,55000,7908.34578,3657.6,201500,2102924230093,LIC118465,2,2,2,0,1,44.98706,-93.30737,5619484.435,8.38228E-08
1902,2013,49500,5340.842866,3585,197500,2102924230130,LIC279914,2,2,1,0,0,44.98634,-93.30665,5619371.026,5.66085E-08
1917, ,0,5686.974482,3381.54,302000,2102924230141,LIC111556,3,4,1,0,1,44.98761,-93.30664,5619571.008,6.02781E-08
1915,2018,250000,8116.026116,6981.18,349000,2102924230183,LIC128703,3,4,1,0,1,44.98625,-93.30359,5619356.717,8.60226E-08
1921, ,0,13176.26912,8275.36,739000,2102924230237,LIC111401,3,4,1,0,1,44.98729,-93.30736,5619520.684,1.39659E-07
1900,1997,22000,5174.524846,2157.3,144500,2102924310027,LIC167538,1,1,1,0,0,44.98288,-93.30233,5618827.456,5.48422E-08
1962,2017,380000,5764.611003,8394.2,462500,2102924310070,LIC366604,3,9,1,1,1,44.9811,-93.30245,5618545.968,6.10944E-08
1968, ,0,15164.54461,30451.96,1677000,2202824120018,LIC259117,1,20,1,0,0,44.90328,-93.27772,5606308.338,1.60501E-07
1947,1994,1,6387.107323,8752.24,482000,2202824210095,LIC202767,1,4,1,0,0,44.90305,-93.27847,5606271.413,6.76006E-08
1900,2018,250000,5119.976228,2858.98,157500,2102924320040,LIC375898,3,2,2,0,1,44.98183,-93.30619,5618660.847,5.4263E-08
1900,2015,51500,5039.99324,2495.76,168000,2102924320043,LIC134342,1,1,1,0,0,44.98133,-93.30619,5618582.294,5.34148E-08
1900,2003,1,8328.032837,1912.7,94500,2102924320053,LIC143941,1,1,2,0,1,44.98356,-93.30414,5618933.049,8.82658E-08
1960,2012,100,5159.934816,3801.12,339500,2102924320157,LIC130156,1,4,1,0,1,44.98328,-93.30794,5618889.878,5.4688E-08
1962,2015,1015000,18834.50781,23868.34,1315000,2102924340012,LIC130109,1,26,2,1,1,44.9805,-93.30245,5618451.831,1.99609E-07
2013,2018,38075000,47761.08874,691438.9,38087500,2202924140205,LIC132605,1,140,1,1,1,44.98699,-93.27047,5619473.737,5.06232E-07
2000, ,0,109327.237,1080072.04,57085000,2202924140206,LIC121536,1,229,1,0,0,44.98695,-93.27241,5619467.807,1.15879E-06
1904,1995,1,8718.62396,1924.78,150000,2102924340026,LIC116230,1,1,1,0,0,44.97798,-93.30153,5618055.072,9.23966E-08
1912,2008,120750,5767.048045,4919.38,271000,2102924340029,LIC123443,3,4,1,0,1,44.98043,-93.30078,5618441.721,6.11196E-08
1935,2014,62000,5104.618863,2032.82,112000,2102924340046,LIC127664,1,2,1,0,0,44.97935,-93.29908,5618270.794,5.40978E-08
1962,2015,600000,10755.16579,12160.72,670000,2102924340057,LIC140557,1,12,3,0,1,44.97978,-93.29973,5618338.433,1.13982E-07
1930,2015,355000,6150.89976,6098.5,336000,2102924340126,LIC361495,1,4,1,0,1,44.97918,-93.30221,5618244.149,6.51863E-08
1982,2005,130000,11038.5137,918.3,60500,2102924340183,LIC114629,1,1,1,0,1,44.98058,-93.30151,5618464.834,1.16987E-07
2006, ,0,178501.7717,32818.72,0,2102924410033,LIC118316,1,3,5,0,1,0,0,0,1.89187E-06
2006, ,0,95642.21142,21148.76,0,2102924410034,LIC133345,1,2,1,0,1,44.98305,-93.29223,5618853.771,1.01388E-06
1946,2018,335000,6350.255159,5429.94,299000,2202824240109,LIC372190,1,1,1,0,1,44.89899,-93.27847,5605632.876,6.72061E-08
1947,2013,200000,6409.580599,4739.92,261000,2202824310121,LIC184381,1,1,1,0,0,44.89702,-93.27848,5605323.815,6.78316E-08
2013,2012,650000,16116.57098,236958.3,12360500,2202924240098,LIC132730,1,78,1,0,0,44.98487,-93.27941,5619140.442,1.70817E-07
2013,2014,49000000,59438.31924,809555.14,44500000,2202924240099,LIC151504,1,182,2,1,1,44.98499,-93.28081,5619158.974,6.29981E-07
2012,2018,42100000,42800.36715,623827.52,34370000,2202924120786,LIC375171,1,137,1,0,0,44.98955,-93.27786,5619875.731,4.53672E-07
1910,2011,3639550,30474.61812,500851.12,23944400,2202924130043,LIC128173,1,120,3,1,1,44.98694,-93.27658,5619466.388,3.23059E-07
0000, ,0,49464.62464,183,0,2202924330063,LIC254982,1,85,1,1,1,44.97884,-93.28539,5618190.122,5.24577E-07
2002,2000,600000,34673.81075,57140.76,5078500,2202924340127,LIC268213,2,96,2,1,1,44.97861,-93.27941,5618155.239,3.67463E-07
2017, ,0,50217.45705,934838.28,48644400,2202924410140,LIC351500,2,155,2,0,0,44.9836,-93.26764,5618939.819,5.32238E-07
1913, ,0,7034.234153,40947.36,1273600,2202924430150,LIC138577,1,39,3,0,1,44.97862,-93.2766,5618156.446,7.45468E-08
1956,1996,104757,5872.996349,6291.48,346500,2302824330051,LIC161172,2,2,1,0,1,44.89394,-93.26324,5604839.198,6.21496E-08
1949,2006,100,6170.220698,4824.28,323000,2302824420014,LIC147306,1,1,1,0,1,44.89597,-93.25746,5605159.053,6.52974E-08
1900,2016,297400,27840.30268,4180.06,288500,2302924340585,LIC378389, ,1,1,1,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2014,295000,27840.30268,6820.58,455000,2302924340590,LIC128257,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2010,175000,27840.30268,5262.18,351000,2302924340591,LIC121602,1,1,1,1,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2017,375000,27840.30268,5979.28,400500,2302924340592,LIC372057,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2010,100,27840.30268,5254.64,350500,2302924340593,LIC129372,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2011,275000,27840.30268,6513.4,434500,2302924340597,LIC372550,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,167800,27840.30268,3082.94,206500,2302924340600,LIC115576,1,4,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2016,339900,27840.30268,5014.44,334500,2302924340601,LIC355333,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2018,320000,27840.30268,4081.78,283500,2302924340602,LIC378481, ,1,1,1,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2019,309000,27840.30268,4450.94,306500,2302924340604,LIC378479, ,1,1,1,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2016,305000,27840.30268,4375.02,300500,2302924340605,LIC366324, ,1,1,1,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2014,120000,27840.30268,3747.3,251000,2302924340606,LIC324470,1,2,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2015,222000,27840.30268,3968.28,276500,2302924340607,LIC378267, ,1,1,1,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2011,207200,27840.30268,4422.62,295000,2302924340610,LIC122001,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2013,180000,27840.30268,3657.74,245000,2302924340611,LIC362266,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,168800,27840.30268,3112.8,208500,2302924340615,LIC134406,1,4,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,225000,27840.30268,4190.36,279500,2302924340622,LIC127908,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,239000,27840.30268,4122.96,275000,2302924340628,LIC123741,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,100,27840.30268,5111.82,341000,2302924340631,LIC122971,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2015,260000,27840.30268,4332.7,289000,2302924340632,LIC189187,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2016,299900,27840.30268,4478.72,307000,2302924340633,LIC363931, ,1,1,1,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2013,272500,27840.30268,4999.44,333500,2302924340635,LIC129566,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,228580,27840.30268,4227.82,282000,2302924340637,LIC113371,1,1,1,1,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,256872,27840.30268,4505.02,300500,2302924340640,LIC124939,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2013,153500,27840.30268,3019.14,217500,2302924340644,LIC362428, ,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2018,300000,27840.30268,4527.53,310000,2302924340648,LIC377236,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2011,165648,27840.30268,4729.78,315500,2302924340649,LIC182475,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2018,307900,27840.30268,5023.8,336500,2302924340650,LIC204492,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2010,195000,27840.30268,4265.3,284500,2302924340652,LIC133364,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,179175,27840.30268,3747.3,251000,2302924340653,LIC133632,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,301000,27840.30268,5411.52,361000,2302924340666,LIC121968,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2005,409877,27840.30268,6401.56,427000,2302924340667,LIC116515,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
1900,2011,184000,27840.30268,5187.36,346000,2302924340671,LIC362198,1,1,1,0,1,44.97718,-93.25962,5617928.933,2.95037E-07
2009, ,0,54039.44248,738610.4,39729700,2302924340710,LIC276456,1,175,2,1,1,44.97852,-93.25937,5618140.287,5.72694E-07
2002,2002,1193000,45157.64632,291888.46,11426900,2302924410034,LIC110534,1,123,2,0,1,44.98197,-93.24843,5618683.808,4.78535E-07
2013, ,0,17949.02757,116562.84,10410000,2302924410209,LIC185411,2,91,4,0,1,44.98287,-93.24922,5618825.064,1.90233E-07
1907,2002,180000,9254.03642,37198.38,1147300,2302924120029,LIC344400,1,10,1,1,1,44.98944,-93.25313,5619859.968,9.80902E-08
1960,2012,1070000,10989.20747,26339.84,1434000,2302924140075,LIC256353,1,12,1,0,1,44.98552,-93.25068,5619242.043,1.16475E-07
1950,2012,100,49784.42893,74689.32,4115000,2302924140098,LIC175573,2,17,1,0,0,44.98474,-93.24835,5619119.227,5.27657E-07
1911, ,0,3763.369939,6325.06,348500,2402924230023,LIC158945,1,2,1,0,1,44.98759,-93.24446,5619568.486,3.98892E-08
1900,1984,159000,4761.98809,5771.8,318000,2402924230130,LIC307816,1,2,1,0,0,44.98448,-93.24398,5619077.912,5.04715E-08
1959, ,0,10989.20173,29185.74,1608000,2402924230150,LIC265687,1,19,1,0,1,44.9853,-93.2469,5619208.255,1.16474E-07
1927, ,0,66309.84487,148002.18,8001000,2402924230176,LIC113575,2,101,1,1,1,44.98476,-93.24458,5619121.81,7.02807E-07
1960,2007,1,27473.01238,65009.3,3517500,2402924240118,LIC176872,2,22,1,1,1,44.9872,-93.24063,5619507.227,2.91195E-07
2001, ,0,44876.51641,168650.36,9221000,2402924240200,LIC108284,1,59,1,0,1,44.9866,-93.23721,5619411.521,4.75655E-07
2016,2016,3000000,74291.05853,389485.44,21320000,2402924240207,LIC368492,1,2,2,0,0,44.98784,-93.23978,5619607.812,7.87442E-07
1886, ,0,40703.18788,60431.9,3329500,2402924310242,LIC117553,1,37,1,1,1,44.98086,-93.24215,5618508.036,4.31378E-07
2010,2015,26300000,32944.93038,483162.3,26620000,2402924310261,LIC129056,1,102,1,1,1,44.98185,-93.23789,5618664.208,3.4916E-07
1958,2004,782638,13925.70926,34276.58,1888500,2402924320030,LIC112507,1,24,1,0,0,44.98339,-93.24501,5618907.231,1.47593E-07
1956,2004,3625001,8052.693377,28432.18,1566500,2402924320031,LIC323636,1,21,1,0,0,44.98316,-93.24495,5618871.097,8.5347E-08
1962,2003,2118000,13736.50826,43206.56,2380500,2402924320058,LIC323578,1,24,2,0,0,44.98286,-93.24595,5618823.988,1.45586E-07
2002,2001,1500000,83278.56484,238480.26,9227500,2402924320079,LIC111484,1,98,7,0,1,44.98144,-93.2471,5618600.8,8.82342E-07
1982, ,0,125442.4876,1160577.5,59683300,2302924320011,LIC168711,1,360,1,1,1,44.98222,-93.26498,5618723.559,1.32949E-06
2013,2012,12975000,159859.3779,1887718.2,87626800,2402924420135,LIC150666,2,316,1,1,1,44.98232,-93.2356,5618738.357,1.69425E-06
1959,2013,129000,6404.949864,3630.4,224000,2402824110194,LIC156123,2,1,1,0,0,44.902,-93.23143,5606105.867,6.77882E-08
1975, ,0,65314.317,549643.34,29293900,2302924320538,LIC133773,1,269,1,0,0,44.98187,-93.26373,5618667.638,6.92222E-07
2014,2014,4700000,47858.16826,1607733.38,83725000,2302924330032,LIC375325,1,319,1,1,1,44.97941,-93.26365,5618281.272,5.07195E-07
1958,2002,279900,5116.531824,4784.98,263500,2402824120207,LIC108692,1,2,1,0,0,44.90238,-93.2327,5606166.891,5.41527E-08
1950,2013,165000,5118.162982,3913.18,262000,2402824130027,LIC136548,1,1,1,0,0,44.90122,-93.23326,5605984.491,5.41686E-08
